Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
ACVR2B,Activin A Receptor Type 2B,Protein Coding,56,GC03P038453,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACVR2B
ALB,Albumin,Protein Coding,56,GC04P073397,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALB
BMPR1B,Bone Morphogenetic Protein Receptor Type 1B,Protein Coding,56,GC04P094757,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMPR1B
CASP7,Caspase 7,Protein Coding,56,GC10P113679,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP7
COL2A1,Collagen Type II Alpha 1 Chain,Protein Coding,56,GC12M047972,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL2A1
EPOR,Erythropoietin Receptor,Protein Coding,56,GC19M011377,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPOR
FANCA,FA Complementation Group A,Protein Coding,56,GC16M089853,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FANCA
GBA1,Glucosylceramidase Beta 1,Protein Coding,56,GC01M155424,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GBA1
GDNF,Glial Cell Derived Neurotrophic Factor,Protein Coding,56,GC05M037812,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDNF
GLA,Galactosidase Alpha,Protein Coding,56,GC0XM101393,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLA
GRIK2,Glutamate Ionotropic Receptor Kainate Type Subunit 2,Protein Coding,56,GC06P100962,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIK2
MAP3K1,Mitogen-Activated Protein Kinase Kinase Kinase 1,Protein Coding,56,GC05P056815,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K1
PIK3C3,Phosphatidylinositol 3-Kinase Catalytic Subunit Type 3,Protein Coding,56,GC18P041955,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3C3
PIK3R2,Phosphoinositide-3-Kinase Regulatory Subunit 2,Protein Coding,56,GC19P018153,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3R2
PLA2G7,Phospholipase A2 Group VII,Protein Coding,56,GC06M046704,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G7
PLG,Plasminogen,Protein Coding,56,GC06P160702,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLG
RIPK1,Receptor Interacting Serine/Threonine Kinase 1,Protein Coding,56,GC06P003375,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIPK1
RRM1,Ribonucleotide Reductase Catalytic Subunit M1,Protein Coding,56,GC11P004115,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RRM1
RRM2B,Ribonucleotide Reductase Regulatory TP53 Inducible Subunit M2B,Protein Coding,56,GC08M102204,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RRM2B
TLR8,Toll Like Receptor 8,Protein Coding,56,GC0XP012924,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR8
TNFRSF1B,TNF Receptor Superfamily Member 1B,Protein Coding,56,GC01P012331,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF1B
VDR,Vitamin D Receptor,Protein Coding,56,GC12M047841,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VDR
ANGPT2,Angiopoietin 2,Protein Coding,55,GC08M006499,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANGPT2
CASP6,Caspase 6,Protein Coding,55,GC04M109688,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP6
CHAT,Choline O-Acetyltransferase,Protein Coding,55,GC10P049609,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHAT
CPT1A,Carnitine Palmitoyltransferase 1A,Protein Coding,55,GC11M068754,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPT1A
CYP19A1,Cytochrome P450 Family 19 Subfamily A Member 1,Protein Coding,55,GC15M051208,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP19A1
DHFR,Dihydrofolate Reductase,Protein Coding,55,GC05M080626,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHFR
DLG4,Discs Large MAGUK Scaffold Protein 4,Protein Coding,55,GC17M011679,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLG4
DMPK,DM1 Protein Kinase,Protein Coding,55,GC19M045769,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DMPK
FLNA,Filamin A,Protein Coding,55,GC0XM154348,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLNA
GLUL,Glutamate-Ammonia Ligase,Protein Coding,55,GC01M182378,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLUL
IKBKG,Inhibitor Of Nuclear Factor Kappa B Kinase Regulatory Subunit Gamma,Protein Coding,55,GC0XP154541,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IKBKG
ITGAM,Integrin Subunit Alpha M,Protein Coding,55,GC16P043916,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGAM
ITGAV,Integrin Subunit Alpha V,Protein Coding,55,GC02P186589,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGAV
ITPR1,"Inositol 1,4,5-Trisphosphate Receptor Type 1",Protein Coding,55,GC03P004486,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITPR1
JUP,Junction Plakoglobin,Protein Coding,55,GC17M041754,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=JUP
KAT2A,Lysine Acetyltransferase 2A,Protein Coding,55,GC17M042113,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KAT2A
LRP2,LDL Receptor Related Protein 2,Protein Coding,55,GC02M169127,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRP2
MAPK13,Mitogen-Activated Protein Kinase 13,Protein Coding,55,GC06P096229,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK13
MC1R,Melanocortin 1 Receptor,Protein Coding,55,GC16P089912,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MC1R
MLH1,MutL Homolog 1,Protein Coding,55,GC03P036993,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLH1
NCSTN,Nicastrin,Protein Coding,55,GC01P160343,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCSTN
NF2,"NF2, Moesin-Ezrin-Radixin Like (MERLIN) Tumor Suppressor",Protein Coding,55,GC22P029603,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NF2
NRG1,Neuregulin 1,Protein Coding,55,GC08P031639,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRG1
OPRM1,Opioid Receptor Mu 1,Protein Coding,55,GC06P154140,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OPRM1
PGM1,Phosphoglucomutase 1,Protein Coding,55,GC01P063593,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGM1
POMC,Proopiomelanocortin,Protein Coding,55,GC02M025160,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=POMC
PRKCB,Protein Kinase C Beta,Protein Coding,55,GC16P024844,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCB
RRM2,Ribonucleotide Reductase Regulatory Subunit M2,Protein Coding,55,GC02P010123,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RRM2
SLC12A5,Solute Carrier Family 12 Member 5,Protein Coding,55,GC20P046021,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC12A5
SLC5A1,Solute Carrier Family 5 Member 1,Protein Coding,55,GC22P032043,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC5A1
TLR7,Toll Like Receptor 7,Protein Coding,55,GC0XP012867,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR7
TPM1,Tropomyosin 1,Protein Coding,55,GC15P129539,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPM1
TYR,Tyrosinase,Protein Coding,55,GC11P089177,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TYR
ADCY6,Adenylate Cyclase 6,Protein Coding,54,GC12M048766,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCY6
ADRB1,Adrenoceptor Beta 1,Protein Coding,54,GC10P114044,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRB1
ANXA1,Annexin A1,Protein Coding,54,GC09P073151,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA1
BRIP1,BRCA1 Interacting Helicase 1,Protein Coding,54,GC17M061679,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRIP1
CA12,Carbonic Anhydrase 12,Protein Coding,54,GC15M063321,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CA12
CIT,Citron Rho-Interacting Serine/Threonine Kinase,Protein Coding,54,GC12M119687,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CIT
CYP1B1,Cytochrome P450 Family 1 Subfamily B Member 1,Protein Coding,54,GC02M038066,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP1B1
DLL4,Delta Like Canonical Notch Ligand 4,Protein Coding,54,GC15P040929,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLL4
FANCC,FA Complementation Group C,Protein Coding,54,GC09M095099,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FANCC
FGF8,Fibroblast Growth Factor 8,Protein Coding,54,GC10M101770,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF8
GZMB,Granzyme B,Protein Coding,54,GC14M024630,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GZMB
L1CAM,L1 Cell Adhesion Molecule,Protein Coding,54,GC0XM153864,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=L1CAM
LPIN1,Lipin 1,Protein Coding,54,GC02P011677,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPIN1
NCF2,Neutrophil Cytosolic Factor 2,Protein Coding,54,GC01M184289,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCF2
NCF4,Neutrophil Cytosolic Factor 4,Protein Coding,54,GC22P036860,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCF4
PGD,Phosphogluconate Dehydrogenase,Protein Coding,54,GC01P010398,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGD
PIK3C2A,Phosphatidylinositol-4-Phosphate 3-Kinase Catalytic Subunit Type 2 Alpha,Protein Coding,54,GC11M017688,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3C2A
PLK4,Polo Like Kinase 4,Protein Coding,54,GC04P127880,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLK4
PSAP,Prosaposin,Protein Coding,54,GC10M071816,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSAP
TCF4,Transcription Factor 4,Protein Coding,54,GC18M055222,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF4
ABCC6,ATP Binding Cassette Subfamily C Member 6,Protein Coding,53,GC16M016148,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCC6
ABCC8,ATP Binding Cassette Subfamily C Member 8,Protein Coding,53,GC11M017392,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCC8
ACTN2,Actinin Alpha 2,Protein Coding,53,GC01P236686,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTN2
ACVR2A,Activin A Receptor Type 2A,Protein Coding,53,GC02P147844,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACVR2A
ADCY3,Adenylate Cyclase 3,Protein Coding,53,GC02M024819,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCY3
ADORA2A,Adenosine A2a Receptor,Protein Coding,53,GC22P024417,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADORA2A
ATP6V1A,ATPase H+ Transporting V1 Subunit A,Protein Coding,53,GC03P113747,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V1A
ATP6V1B2,ATPase H+ Transporting V1 Subunit B2,Protein Coding,53,GC08P020197,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V1B2
BMP2,Bone Morphogenetic Protein 2,Protein Coding,53,GC20P006767,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP2
C1QA,Complement C1q A Chain,Protein Coding,53,GC01P022641,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=C1QA
C5,Complement C5,Protein Coding,53,GC09M120933,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=C5
CCNH,Cyclin H,Protein Coding,53,GC05M087311,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNH
CCR5,C-C Motif Chemokine Receptor 5,Protein Coding,53,GC03P047826,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR5
CD14,CD14 Molecule,Protein Coding,53,GC05M140631,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD14
CTSL,Cathepsin L,Protein Coding,53,GC09P087725,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSL
DAG1,Dystroglycan 1,Protein Coding,53,GC03P050590,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAG1
DYRK1B,Dual Specificity Tyrosine Phosphorylation Regulated Kinase 1B,Protein Coding,53,GC19M039825,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYRK1B
EIF4EBP1,Eukaryotic Translation Initiation Factor 4E Binding Protein 1,Protein Coding,53,GC08P038672,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4EBP1
ERCC3,"ERCC Excision Repair 3, TFIIH Core Complex Helicase Subunit",Protein Coding,53,GC02M127257,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC3
ERN1,Endoplasmic Reticulum To Nucleus Signaling 1,Protein Coding,53,GC17M064039,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERN1
ESRRA,Estrogen Related Receptor Alpha,Protein Coding,53,GC11P064305,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESRRA
FCGR3A,Fc Gamma Receptor IIIa,Protein Coding,53,GC01M161541,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCGR3A
FECH,Ferrochelatase,Protein Coding,53,GC18M057544,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FECH
GP6,Glycoprotein VI Platelet,Protein Coding,53,GC19M055013,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GP6
GP9,Glycoprotein IX Platelet,Protein Coding,53,GC03P135369,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GP9
GPC3,Glypican 3,Protein Coding,53,GC0XM133535,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPC3
HLA-DRB1,"Major Histocompatibility Complex, Class II, DR Beta 1",Protein Coding,53,GC06M074974,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DRB1
HNF1A,HNF1 Homeobox A,Protein Coding,53,GC12P120978,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNF1A
IHH,Indian Hedgehog Signaling Molecule,Protein Coding,53,GC02M219054,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IHH
ITGA2,Integrin Subunit Alpha 2,Protein Coding,53,GC05P052989,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA2
KRT1,Keratin 1,Protein Coding,53,GC12M052674,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT1
LAMB2,Laminin Subunit Beta 2,Protein Coding,53,GC03M049121,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMB2
LYZ,Lysozyme,Protein Coding,53,GC12P069348,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LYZ
MAP3K8,Mitogen-Activated Protein Kinase Kinase Kinase 8,Protein Coding,53,GC10P030546,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K8
MMP12,Matrix Metallopeptidase 12,Protein Coding,53,GC11M102862,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP12
NR1H3,Nuclear Receptor Subfamily 1 Group H Member 3,Protein Coding,53,GC11P047248,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR1H3
NTF4,Neurotrophin 4,Protein Coding,53,GC19M073879,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTF4
OGDH,Oxoglutarate Dehydrogenase,Protein Coding,53,GC07P044606,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OGDH
PRF1,Perforin 1,Protein Coding,53,GC10M070597,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRF1
PRKCI,Protein Kinase C Iota,Protein Coding,53,GC03P170222,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCI
PRKD2,Protein Kinase D2,Protein Coding,53,GC19M046674,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKD2
RAD54L,RAD54 Like,Protein Coding,53,GC01P046377,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD54L
REL,"REL Proto-Oncogene, NF-KB Subunit",Protein Coding,53,GC02P060881,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=REL
RIGI,RNA Sensor RIG-I,Protein Coding,53,GC09M032468,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIGI
RIT1,Ras Like Without CAAX 1,Protein Coding,53,GC01M155897,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIT1
RYR1,Ryanodine Receptor 1,Protein Coding,53,GC19P076151,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RYR1
SCN3B,Sodium Voltage-Gated Channel Beta Subunit 3,Protein Coding,53,GC11M123629,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN3B
SGPL1,Sphingosine-1-Phosphate Lyase 1,Protein Coding,53,GC10P070815,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGPL1
SMAD9,SMAD Family Member 9,Protein Coding,53,GC13M036844,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAD9
SSTR2,Somatostatin Receptor 2,Protein Coding,53,GC17P073165,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SSTR2
TPM3,Tropomyosin 3,Protein Coding,53,GC01M154127,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPM3
WNT4,Wnt Family Member 4,Protein Coding,53,GC01M022190,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT4
A2M,Alpha-2-Macroglobulin,Protein Coding,52,GC12M009067,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=A2M
ADCY2,Adenylate Cyclase 2,Protein Coding,52,GC05P007396,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCY2
APAF1,Apoptotic Peptidase Activating Factor 1,Protein Coding,52,GC12P098645,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=APAF1
ARID1A,AT-Rich Interaction Domain 1A,Protein Coding,52,GC01P026693,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARID1A
ARID1B,AT-Rich Interaction Domain 1B,Protein Coding,52,GC06P156777,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARID1B
ATP6V1E1,ATPase H+ Transporting V1 Subunit E1,Protein Coding,52,GC22M017592,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V1E1
BDKRB2,Bradykinin Receptor B2,Protein Coding,52,GC14P096205,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BDKRB2
CALM1,Calmodulin 1,Protein Coding,52,GC14P090396,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALM1
CCR1,C-C Motif Chemokine Receptor 1,Protein Coding,52,GC03M046218,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR1
CDK5R1,Cyclin Dependent Kinase 5 Regulatory Subunit 1,Protein Coding,52,GC17P032486,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK5R1
CELF2,CUGBP Elav-Like Family Member 2,Protein Coding,52,GC10P010462,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CELF2
CUBN,Cubilin,Protein Coding,52,GC10M016824,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CUBN
CX3CL1,C-X3-C Motif Chemokine Ligand 1,Protein Coding,52,GC16P057372,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CX3CL1
DCT,Dopachrome Tautomerase,Protein Coding,52,GC13M094436,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCT
DOT1L,DOT1 Like Histone Lysine Methyltransferase,Protein Coding,52,GC19P004161,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DOT1L
DUSP1,Dual Specificity Phosphatase 1,Protein Coding,52,GC05M172768,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP1
GNAO1,G Protein Subunit Alpha O1,Protein Coding,52,GC16P056231,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNAO1
HLA-B,"Major Histocompatibility Complex, Class I, B",Protein Coding,52,GC06M074887,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-B
HTRA1,HtrA Serine Peptidase 1,Protein Coding,52,GC10P122461,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTRA1
IRF8,Interferon Regulatory Factor 8,Protein Coding,52,GC16P085898,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF8
LAMA1,Laminin Subunit Alpha 1,Protein Coding,52,GC18M006941,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMA1
LAMA4,Laminin Subunit Alpha 4,Protein Coding,52,GC06M112107,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMA4
LAMB3,Laminin Subunit Beta 3,Protein Coding,52,GC01M209614,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMB3
LCN2,Lipocalin 2,Protein Coding,52,GC09P128149,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCN2
LIG3,DNA Ligase 3,Protein Coding,52,GC17P034980,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIG3
MEF2D,Myocyte Enhancer Factor 2D,Protein Coding,52,GC01M156463,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEF2D
MYH10,Myosin Heavy Chain 10,Protein Coding,52,GC17M008474,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYH10
NEK9,NIMA Related Kinase 9,Protein Coding,52,GC14M075079,0.433908463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEK9
